nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,tconst,ordering,category,job,characters,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3595298,1,actor,\N,"[""Prem Dilwale""]",movie,Prem Ratan Dhan Payo,Prem Ratan Dhan Payo,0,2015,\N,164,"Action,Drama,Musical",4.4,24470
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3595298,2,actor,\N,"[""Yuvraj Vijay Singh""]",movie,Prem Ratan Dhan Payo,Prem Ratan Dhan Payo,0,2015,\N,164,"Action,Drama,Musical",4.4,24470
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3679040,1,actor,\N,"[""Bhaijaan""]",movie,Kisi Ka Bhai Kisi Ki Jaan,Kisi Ka Bhai Kisi Ki Jaan,0,2023,\N,145,"Action,Comedy,Drama",4.0,41582
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3850798,8,actor,\N,"[""Bhau""]",movie,Lai Bhaari,Lai Bhaari,0,2014,\N,157,"Action,Drama",6.2,1182
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3863552,1,actor,\N,"[""Pawan Kumar Chaturvedi""]",movie,Bajrangi Bhaijaan,Bajrangi Bhaijaan,0,2015,\N,163,"Action,Adventure,Comedy",8.1,104663
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3863552,2,actor,\N,"[""Bajrangi Bhaijaan""]",movie,Bajrangi Bhaijaan,Bajrangi Bhaijaan,0,2015,\N,163,"Action,Adventure,Comedy",8.1,104663
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt3863552,20,producer,producer,\N,movie,Bajrangi Bhaijaan,Bajrangi Bhaijaan,0,2015,\N,163,"Action,Adventure,Comedy",8.1,104663
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt4467202,16,producer,producer,\N,movie,Hero,Hero,0,2015,\N,145,"Action,Drama,Musical",3.6,2978
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt4832640,1,actor,\N,"[""Sultan Ali Khan""]",movie,Sultan,Sultan,0,2016,\N,170,"Action,Drama,Romance",7.1,55175
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt5882970,1,actor,\N,"[""Laxman""]",movie,Tubelight,Tubelight,0,2017,\N,136,"Drama,War",4.0,22483
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt5882970,15,producer,producer,\N,movie,Tubelight,Tubelight,0,2017,\N,136,"Drama,War",4.0,22483
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt5956100,1,actor,\N,"[""Tiger""]",movie,Tiger Zinda Hai,Tiger Zinda Hai,0,2017,\N,161,"Action,Adventure,Thriller",5.9,35330
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt5956100,2,actor,\N,"[""Avinash Singh Rathore""]",movie,Tiger Zinda Hai,Tiger Zinda Hai,0,2017,\N,161,"Action,Adventure,Thriller",5.9,35330
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt6405220,6,actor,\N,\N,movie,Bulund,Bulund,0,1993,\N,132,Action,4.2,204
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt6417788,5,self,\N,"[""Self""]",movie,That's What It's All About: The Journey of Prem Ratan Dhan Payo,That's What It's All About: The Journey of Prem Ratan Dhan Payo,0,2017,\N,65,Documentary,4.5,20
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt6649234,17,producer,producer,\N,movie,Be Happy,Be Happy,0,2025,\N,128,Drama,6.5,1393
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt6941654,1,actor,\N,"[""Hanuman""]",movie,Hanuman Da' Damdaar,Hanuman Da' Damdaar,0,2017,\N,105,"Animation,Family",5.3,288
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7059844,1,actor,\N,"[""Inspector Chulbul Pandey""]",movie,Dabangg 3,Dabangg 3,0,2019,\N,160,"Action,Comedy,Crime",3.0,20965
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7059844,18,producer,producer,\N,movie,Dabangg 3,Dabangg 3,0,2019,\N,160,"Action,Comedy,Crime",3.0,20965
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7275232,7,self,\N,"[""Self""]",movie,Welcome to New York,Welcome to New York,0,2018,\N,118,"Comedy,Drama",1.5,1017
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7431594,2,actor,\N,"[""Sikander""]",movie,Race 3,Race 3,0,2018,\N,160,"Action,Thriller",1.9,49566
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7431594,16,producer,producer,\N,movie,Race 3,Race 3,0,2018,\N,160,"Action,Thriller",1.9,49566
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7721800,1,actor,\N,"[""Bharat""]",movie,Bharat,Bharat,0,2019,\N,150,"Action,Comedy,Drama",4.7,33204
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt7820846,14,producer,producer,\N,movie,Love Will Take Over,Loveyatri,0,2018,\N,140,"Comedy,Drama,Music",3.4,2612
nm0006795,Salman Khan,1965,\N,"producer,actor,music_department","tt4832640,tt3863552,tt2016894,tt2372222",tt9105014,17,producer,producer,\N,movie,Notebook,Notebook,0,2019,\N,115,Romance,7.0,3523
nm4996197,Salman Khan,\N,\N,actor,tt2354223,tt2354223,3,actor,\N,"[""Salman""]",movie,Mumbai's King,Mumbai Cha Raja,0,2012,\N,77,Drama,6.3,181
nm9413387,Salman Khan,\N,\N,actor,tt7624840,tt7624840,9,actor,\N,"[""Munna""]",movie,Paharganj,Paharganj,0,2019,\N,108,"Crime,Drama,Mystery",3.8,2434
